num_nodes,run_number,node,succ,pm_succ,avg,median,max,avg_nlt,median_nlt,max_nlt,sync_ints
20,1,it,454,0.996,847,86,16125,32.846,3.335,21.177,90
20,1,az,456,1.0,586,90,16268,18.886,2.898,14.661,79
20,1,md,454,0.996,606,102,12217,14.573,2.453,10.099,64
20,1,ee,456,1.0,1478,98,16164,40.107,2.66,29.552,67
20,1,hu,456,1.0,650,77,16075,26.83,3.18,16.239,92
20,1,ua,455,0.998,560,86,8389,18.039,2.769,11.203,84
20,1,lt,456,1.0,744,102,8181,21.089,2.878,14.873,87
20,1,mk,456,1.0,780,86,16232,26.005,2.867,15.603,92
20,1,ro,456,1.0,745,91,20181,23.205,2.834,14.9,69
20,1,rs,453,0.993,748,88,16173,22.201,2.613,14.957,60
20,1,es,456,1.0,582,109,16165,15.14,2.837,9.695,67
20,1,de1,455,0.998,690,84,16171,24.277,2.956,17.249,91
20,1,is,456,1.0,834,115,20239,19.818,2.731,13.907,66
20,1,mt,456,1.0,535,101,12178,15.181,2.864,10.707,60
20,1,uk,456,1.0,767,92,16139,22.758,2.731,15.332,95
20,1,am,456,1.0,541,91,12182,17.427,2.931,13.529,77
20,1,hr,455,0.998,613,83,16124,21.161,2.867,12.251,79
20,1,al,456,1.0,491,96,8197,13.926,2.722,9.821,68
20,1,fr2,453,0.993,518,96,12175,16.691,3.092,10.366,80
20,1,by,456,1.0,633,95,12191,17.432,2.616,12.661,88
20,2,az,456,1.0,648,93,12145,20.53,2.945,12.967,67
20,2,se,456,1.0,537,110,16209,13.606,2.787,8.952,62
20,2,sk,455,0.998,554,81,12174,17.263,2.523,9.237,60
20,2,at,456,1.0,690,77,16213,29.14,3.251,13.803,76
20,2,de2,456,1.0,852,72,16068,38.545,3.257,21.301,85
20,2,pt,455,0.998,704,99,16262,17.153,2.412,11.736,65
20,2,md,456,1.0,824,110,20245,18.856,2.53,11.768,60
20,2,by,456,1.0,561,92,12168,15.214,2.511,9.342,61
20,2,es,456,1.0,913,111,20223,22.243,2.704,15.219,67
20,2,hu,455,0.998,693,80,12113,26.323,3.04,13.854,63
20,2,lt,455,0.998,732,117,16165,19.879,3.176,12.206,67
20,2,mk,456,1.0,961,89,20263,29.927,2.772,16.013,65
20,2,lu,456,1.0,495,77,16159,17.416,2.709,12.375,77
20,2,bg,456,1.0,601,79,16189,19.034,2.502,10.018,65
20,2,fi,455,0.998,959,128,20432,19.586,2.615,13.695,66
20,2,ie,455,0.998,615,102,12202,14.598,2.422,10.244,68
20,2,dk,455,0.998,673,88,16287,21.3,2.787,13.453,73
20,2,hr,456,1.0,651,81,16253,20.273,2.523,10.848,63
20,2,no,455,0.998,766,99,16255,19.142,2.475,12.761,69
20,2,ua,456,1.0,623,88,20203,18.781,2.669,10.379,57
20,3,gr,456,1.0,908,77,20218,30.259,2.567,15.129,67
20,3,cz,455,0.998,546,74,16086,21.609,2.929,10.918,78
20,3,es,455,0.998,997,102,20267,27.066,2.769,16.62,74
20,3,fi,456,1.0,952,132,12215,19.655,2.726,13.596,65
20,3,tr,455,0.998,719,78,16128,26.793,2.906,14.384,81
20,3,sk,456,1.0,799,83,16120,26.618,2.767,13.309,62
20,3,al,454,0.996,824,109,16227,21.744,2.876,11.771,63
20,3,at,454,0.996,766,67,12194,34.652,3.031,15.32,77
