num_nodes,run_number,node,succ,pm_succ,avg,median,max,avg_nlt,median_nlt,max_nlt,sync_ints
20,1,it,456,1.0,76,78,129,2.961,3.024,1.909,96
20,1,mk,456,1.0,81,78,126,2.703,2.6,1.622,99
20,1,es,456,1.0,90,97,139,2.349,2.525,1.504,57
20,1,al,456,1.0,93,94,176,2.649,2.666,1.868,70
20,1,fr2,456,1.0,92,88,220,2.974,2.834,1.847,81
20,1,az,456,1.0,86,82,132,2.754,2.641,2.138,97
20,1,lt,456,1.0,89,87,153,2.537,2.467,1.789,98
20,1,uk,456,1.0,81,86,120,2.416,2.553,1.628,99
20,1,am,456,1.0,89,80,186,2.859,2.576,2.219,95
20,1,rs,456,1.0,82,86,202,2.444,2.553,1.647,64
20,1,ee,456,1.0,94,92,168,2.55,2.497,1.879,70
20,1,md,456,1.0,92,97,168,2.216,2.333,1.536,52
20,1,hr,456,1.0,75,77,133,2.597,2.66,1.504,80
20,1,de1,456,1.0,79,78,132,2.774,2.744,1.971,97
20,1,by,456,1.0,90,88,130,2.466,2.409,1.791,103
20,1,mt,456,1.0,93,92,222,2.646,2.609,1.866,70
20,1,hu,456,1.0,71,75,113,2.917,3.098,1.766,99
20,1,ua,456,1.0,84,80,135,2.695,2.576,1.674,95
20,1,is,456,1.0,103,104,190,2.45,2.47,1.719,62
20,1,ro,456,1.0,78,85,147,2.416,2.648,1.552,77
20,2,lt,456,1.0,116,107,254,3.154,2.904,1.936,75
20,2,at,456,1.0,68,65,166,2.87,2.744,1.359,86
20,2,se,456,1.0,98,100,177,2.492,2.533,1.64,57
20,2,fi,456,1.0,106,107,234,2.169,2.186,1.517,48
20,2,by,456,1.0,100,92,259,2.706,2.497,1.662,76
20,2,lu,456,1.0,71,72,217,2.494,2.533,1.772,76
20,2,sk,456,1.0,81,77,211,2.515,2.398,1.346,60
20,2,hu,456,1.0,70,70,153,2.655,2.66,1.397,84
20,2,ie,456,1.0,95,96,164,2.258,2.28,1.585,81
20,2,mk,456,1.0,80,75,220,2.494,2.336,1.334,68
20,2,pt,456,1.0,93,97,148,2.262,2.363,1.547,76
20,2,dk,456,1.0,80,86,138,2.547,2.723,1.608,78
20,2,bg,456,1.0,78,75,170,2.464,2.375,1.297,66
20,2,es,456,1.0,106,108,171,2.591,2.631,1.773,79
20,2,de2,456,1.0,66,66,127,3.001,2.986,1.659,108
20,2,no,456,1.0,98,97,188,2.449,2.425,1.632,57
20,2,hr,456,1.0,80,76,243,2.496,2.367,1.336,56
20,2,md,456,1.0,103,97,220,2.361,2.22,1.473,54
20,2,az,454,0.996,82,80,195,2.592,2.533,1.637,62
20,2,ua,456,1.0,79,77,180,2.383,2.322,1.317,72
20,3,is,442,0.969,108,95,435,3.166,2.777,2.166,74
