num_nodes,run_number,node,succ,pm_succ,avg,median,max,avg_nlt,median_nlt,max_nlt,sync_ints
40,1,at,932,0.996,557,67,16165,24.41,2.936,11.141,170
40,1,hu,932,0.996,473,69,20115,19.412,2.833,9.457,174
40,1,ie,931,0.995,366,86,12165,9.445,2.221,6.095,116
40,1,lu,930,0.994,341,77,12178,12.431,2.807,8.526,161
40,1,fr2,930,0.994,620,79,20204,19.509,2.485,10.338,113
40,1,dk,930,0.994,448,81,20176,14.329,2.589,8.965,139
40,1,de1,932,0.996,398,76,12100,15.528,2.964,9.954,192
40,1,is,930,0.994,707,90,20166,19.56,2.489,11.786,116
40,1,md,930,0.994,555,98,16230,13.05,2.302,7.935,100
40,1,ua,931,0.995,401,79,16139,12.305,2.426,6.678,121
40,1,se,930,0.994,387,94,12179,9.62,2.335,6.454,112
40,1,nl,932,0.996,375,75,16118,15.543,3.112,9.366,184
40,1,am,930,0.994,361,80,20100,12.037,2.667,7.222,162
40,1,hr,927,0.99,424,77,16181,13.789,2.502,7.071,115
40,1,es,931,0.995,452,86,20121,12.233,2.329,7.528,117
40,1,bg,931,0.995,367,77,20135,11.739,2.461,6.12,128
40,1,rs,930,0.994,388,84,12134,11.372,2.463,6.464,121
40,1,pt,932,0.996,990,92,16166,27.009,2.509,16.505,129
40,1,me,931,0.995,531,86,16120,15.563,2.522,8.846,121
40,1,uk,931,0.995,387,78,12138,13.354,2.692,7.738,140
40,1,ro,930,0.994,451,83,12187,13.744,2.529,7.518,133
40,1,mk,926,0.989,293,77,12317,9.213,2.422,4.882,117
40,1,fi,932,0.996,413,108,20195,8.269,2.16,5.906,123
40,1,tr,931,0.995,444,76,20317,16.49,2.823,8.879,166
40,1,mt,929,0.993,417,86,16133,11.066,2.282,5.959,115
40,1,ge,931,0.995,528,79,20185,18.726,2.801,10.563,155
40,1,pl,931,0.995,422,75,20142,15.989,2.84,8.445,159
40,1,no,928,0.991,433,96,20179,10.693,2.37,7.22,115
40,1,fr1,922,0.985,365,81,12166,11.867,2.632,7.303,147
40,1,az,931,0.995,447,85,12103,14.91,2.833,8.946,172
40,1,ch,929,0.993,385,78,16124,15.027,3.042,7.706,164
40,1,it,930,0.994,454,74,16173,16.246,2.648,7.568,141
40,1,be,931,0.995,310,80,20099,9.675,2.496,6.202,144
40,1,si,931,0.995,434,77,20182,14.096,2.502,7.229,111
40,1,gr,931,0.995,397,75,16166,13.0,2.458,6.611,144
40,1,cy,931,0.995,446,77,12119,16.561,2.86,8.918,165
40,1,al,701,0.749,360,88,20209,9.554,2.335,5.144,86
40,1,lt,929,0.993,508,87,16223,14.252,2.441,8.466,127
40,1,ee,929,0.993,977,93,12159,28.024,2.667,19.545,140
40,1,by,928,0.991,400,88,16208,11.07,2.434,6.67,121
40,2,sk,936,1.0,560,60,20200,18.512,1.983,9.335,105
40,2,be,936,1.0,637,70,12137,20.022,2.202,12.732,113
40,2,at,936,1.0,359,48,16066,16.492,2.202,7.189,141
40,2,cy,934,0.998,435,61,12067,16.149,2.266,8.696,132
40,2,gr,935,0.999,487,60,12166,16.378,2.017,8.119,115
40,2,dk,935,0.999,619,68,20174,19.953,2.192,12.381,111
40,2,rs,936,1.0,451,68,20172,13.534,2.04,7.519,110
40,2,cz,936,1.0,371,57,16101,14.609,2.245,7.417,138
40,2,lu,936,1.0,414,62,12180,15.361,2.303,10.339,112
40,2,al,934,0.998,518,77,16210,13.839,2.057,7.401,104
40,2,nl,936,1.0,502,58,12133,21.048,2.432,12.548,149
40,2,me,936,1.0,456,67,20114,13.682,2.01,7.601,96
40,2,am,934,0.998,444,62,12150,15.181,2.121,8.875,110
40,2,az,936,1.0,533,59,12122,18.22,2.018,10.652,101
40,2,ie,936,1.0,447,98,12141,11.468,2.514,7.449,123
40,2,bg,936,1.0,345,59,20243,11.414,1.95,5.756,116
40,2,mk,936,1.0,804,62,12156,26.139,2.031,13.405,124
40,2,is,935,0.999,304,78,8210,8.347,2.142,5.065,113
40,2,pl,934,0.998,409,56,12137,15.952,2.184,8.18,132
40,2,de2,936,1.0,495,48,16069,25.378,2.463,12.364,160
40,2,by,936,1.0,597,79,20132,16.882,2.233,9.956,102
40,2,md,934,0.998,559,80,20200,13.365,1.926,7.98,96
40,2,ro,934,0.998,492,68,20135,15.337,2.122,8.193,106
40,2,ch,935,0.999,434,58,16099,16.925,2.262,8.68,137
40,2,hr,936,1.0,456,60,12100,15.087,1.983,7.608,107
40,2,ee,926,0.989,639,79,16134,18.585,2.299,12.771,100
40,2,lt,936,1.0,555,77,16131,15.925,2.208,9.256,96
40,2,it,936,1.0,391,58,12171,14.127,2.094,6.52,122
40,2,hu,936,1.0,469,58,12137,19.875,2.459,9.377,137
40,2,si,928,0.991,427,65,12134,14.123,2.148,7.122,109
40,2,no,936,1.0,460,86,20220,11.437,2.136,7.673,90
40,2,es,935,0.999,396,81,16177,10.639,2.179,6.593,115
40,2,fr2,936,1.0,478,71,16154,15.04,2.233,7.97,137
40,2,fi,935,0.999,561,93,16199,11.278,1.87,8.014,104
40,2,pt,935,0.999,678,90,16189,18.242,2.421,11.304,123
40,2,il,935,0.999,532,63,20101,19.762,2.34,10.641,115
40,2,de1,934,0.998,451,57,12163,17.946,2.268,11.274,138
40,2,fr1,935,0.999,465,69,20133,14.998,2.224,9.306,137
40,2,se,934,0.998,453,84,20105,11.33,2.1,7.553,101
40,2,ua,934,0.998,413,65,20201,13.109,2.061,6.89,116
40,3,dk,886,0.947,414,70,16106,13.228,2.238,8.276,116
40,3,uk,705,0.753,357,66,12230,12.652,2.34,7.137,99
40,3,fr1,889,0.95,499,67,12065,16.485,2.214,9.975,127
40,3,be,887,0.948,510,70,20215,16.157,2.22,10.192,131
40,3,pl,887,0.948,513,58,12142,20.228,2.285,10.27,146
40,3,lu,888,0.949,527,60,16127,19.378,2.208,13.167,128
40,3,lv,884,0.944,536,81,12259,13.57,2.051,8.93,101
40,3,cy,890,0.951,397,59,20132,15.016,2.234,7.931,121
40,3,me,888,0.949,512,90,12184,14.898,2.619,8.531,151
40,3,mt,888,0.949,533,78,20134,14.329,2.098,7.611,116
40,3,gr,885,0.946,469,64,16859,15.64,2.133,7.82,124
40,3,fr2,884,0.944,458,67,16266,14.645,2.142,7.636,99
40,3,by,886,0.947,473,67,16197,13.46,1.907,7.88,106
40,3,al,889,0.95,576,79,16131,15.482,2.125,8.223,103
