num_nodes,run_number,node,succ,pm_succ,avg,median,max,avg_nlt,median_nlt,max_nlt,sync_ints
5,1,rs,96,1.0,114,119,221,2.838,2.975,2.27,28
5,1,de2,96,1.0,96,96,168,3.858,3.86,3.215,30
5,1,no,96,1.0,126,118,250,2.958,2.776,2.514,30
5,1,ie,96,1.0,135,124,243,3.169,2.906,2.694,29
5,1,by,96,1.0,120,120,215,2.995,3.013,2.396,27
5,2,az,96,1.0,95,82,187,3.816,3.3,3.18,26
5,2,at,96,1.0,72,67,151,4.142,3.829,3.624,26
5,2,ro,96,1.0,94,84,175,3.774,3.36,3.145,26
5,2,tr,96,1.0,78,71,125,3.47,3.156,2.602,26
5,2,ua,96,1.0,85,81,191,3.409,3.24,2.841,26
5,3,lv,96,1.0,112,101,191,2.998,2.693,2.249,28
5,3,lu,96,1.0,108,95,374,3.588,3.167,2.691,31
5,3,de1,96,1.0,78,70,131,3.484,3.111,2.613,31
5,3,fr1,96,1.0,125,120,258,3.847,3.692,2.501,31
5,3,is,96,1.0,107,86,317,3.883,3.145,2.67,31
5,4,by,96,1.0,105,98,160,3.231,3.0,2.625,35
5,4,fr2,96,1.0,140,126,292,4.321,3.877,3.511,33
5,4,be,96,1.0,119,104,368,3.649,3.185,2.965,36
5,4,at,96,1.0,108,82,260,4.783,3.644,3.587,35
5,4,de1,96,1.0,93,76,259,3.702,3.04,3.085,35
5,5,tr,96,1.0,106,88,299,4.225,3.52,2.641,31
5,5,pl,96,1.0,89,74,235,4.438,3.7,4.438,32
5,5,sk,96,1.0,91,83,192,3.308,3.018,2.274,32
5,5,lv,96,1.0,120,105,269,3.707,3.231,3.012,31
5,5,nl,96,1.0,97,82,219,3.882,3.28,3.235,31
5,6,pt,96,1.0,142,133,231,3.795,3.547,3.558,31
5,6,hu,96,1.0,89,96,275,3.559,3.84,2.224,30
5,6,de2,96,1.0,91,95,280,4.531,4.75,3.021,31
5,6,al,96,1.0,125,110,236,3.836,3.4,3.117,31
5,6,pl,96,1.0,90,92,220,3.614,3.66,2.259,31
5,7,az,96,1.0,131,120,310,3.499,3.2,3.28,29
5,7,by,96,1.0,148,134,321,3.281,2.967,2.953,31
5,7,is,96,1.0,165,153,360,3.663,3.4,2.747,31
5,7,md,96,1.0,198,196,351,3.766,3.724,3.295,28
5,7,es,96,1.0,170,153,387,3.769,3.4,2.826,28
5,8,bg,96,1.0,84,76,238,3.726,3.378,2.795,31
5,8,ua,96,1.0,94,84,170,3.76,3.36,3.133,31
5,8,az,96,1.0,111,102,199,4.05,3.691,3.712,31
5,8,mk,96,1.0,78,76,156,3.466,3.378,2.599,31
5,8,de1,96,1.0,98,83,232,3.58,3.018,3.282,31
5,9,rs,96,1.0,129,114,237,3.684,3.243,3.223,32
5,9,hr,96,1.0,116,106,230,3.883,3.533,2.913,32
5,9,al,96,1.0,155,118,841,4.42,3.371,3.867,33
5,9,by,96,1.0,132,124,204,3.52,3.307,3.3,32
5,9,fr1,96,1.0,200,138,1395,5.329,3.68,4.996,32
5,10,lt,96,1.0,155,140,297,4.433,4.0,3.103,27
5,10,cz,96,1.0,120,112,267,4.353,4.055,2.992,27
5,10,gr,96,1.0,108,100,293,4.308,3.98,2.693,27
5,10,pt,96,1.0,137,131,217,3.437,3.275,2.75,27
5,10,it,96,1.0,96,83,269,4.253,3.689,3.19,27
