num_nodes,run_number,node,succ,pm_succ,avg,median,max,avg_nlt,median_nlt,max_nlt,sync_ints
10,1,de1,216,1.0,83,80,126,2.768,2.667,2.076,50
10,1,ro,216,1.0,88,87,157,2.948,2.9,2.211,49
10,1,fr2,216,1.0,101,96,309,3.236,3.086,2.014,42
10,1,it,216,1.0,88,88,188,3.455,3.463,2.208,51
10,1,md,216,1.0,97,98,176,2.502,2.52,1.946,42
10,1,az,216,1.0,91,86,199,3.023,2.867,2.267,52
10,1,mt,216,1.0,98,104,184,2.852,3.019,1.965,39
10,1,am,216,1.0,92,88,164,3.072,2.933,2.304,49
10,1,hr,216,1.0,90,78,222,3.246,2.808,3.006,46
10,1,by,216,1.0,132,124,279,3.707,3.487,2.636,49
10,2,de2,216,1.0,72,66,174,3.584,3.3,2.389,35
10,2,ie,216,1.0,144,134,330,3.23,3.004,2.393,35
10,2,at,216,1.0,73,65,253,3.481,3.079,1.837,35
10,2,sk,216,1.0,88,76,289,3.155,2.736,1.753,29
10,2,lt,216,1.0,122,109,368,3.548,3.165,2.444,30
10,2,md,216,1.0,116,96,446,2.91,2.4,1.94,31
10,2,no,216,1.0,128,119,278,2.87,2.678,2.126,32
10,2,hu,216,1.0,74,65,191,3.326,2.925,1.848,34
10,2,az,216,1.0,98,92,244,3.409,3.202,2.462,36
10,2,ua,216,1.0,83,73,223,2.763,2.433,1.658,37
10,3,cy,216,1.0,105,89,274,3.623,3.081,2.093,41
10,3,fi,216,1.0,149,138,263,2.786,2.587,2.122,38
10,3,sk,216,1.0,83,77,322,3.003,2.772,1.39,35
10,3,mk,216,1.0,79,75,302,2.828,2.7,1.309,34
10,3,at,216,1.0,64,52,259,3.402,2.753,1.285,42
10,3,al,216,1.0,113,108,342,3.268,3.135,1.608,33
10,3,il,216,1.0,98,80,283,3.409,2.769,1.97,41
10,3,cz,216,1.0,83,67,314,3.559,2.871,1.661,41
10,3,it,216,1.0,99,96,263,3.88,3.776,1.653,37
10,3,de1,216,1.0,85,77,179,3.18,2.887,2.12,40
10,4,fr1,216,1.0,95,98,180,3.181,3.25,1.909,40
10,4,lv,216,1.0,100,95,187,2.722,2.591,1.996,41
10,4,ch,216,1.0,78,76,193,3.325,3.257,1.939,49
10,4,by,216,1.0,106,96,206,3.4,3.07,2.644,45
