num_nodes,run_number,node,succ,pm_succ,avg,median,max,avg_nlt,median_nlt,max_nlt,sync_ints
25,1,de1,558,0.969,75,76,153,2.849,2.895,1.87,110
25,1,hr,559,0.97,78,78,159,2.575,2.564,1.567,97
25,1,uk,559,0.97,76,78,138,2.485,2.564,1.512,82
25,1,md,558,0.969,94,97,143,2.223,2.282,1.574,68
25,1,mk,559,0.97,87,82,143,2.749,2.589,1.741,102
25,1,hu,559,0.97,70,75,104,2.849,3.051,1.751,94
25,1,ro,144,0.25,77,84,105,2.326,2.537,1.531,27
25,1,mt,558,0.969,93,97,160,2.463,2.558,1.556,75
25,1,lt,559,0.97,86,86,147,2.4,2.4,1.72,96
25,1,al,552,0.958,97,98,246,2.568,2.598,1.623,68
25,1,ua,558,0.969,84,82,137,2.595,2.523,1.686,95
25,1,cy,558,0.969,74,77,130,2.693,2.8,1.851,101
25,1,es,559,0.97,92,96,181,2.403,2.504,1.535,66
25,1,rs,559,0.97,86,87,176,2.515,2.546,1.719,73
25,1,fr2,558,0.969,88,88,173,2.707,2.708,1.76,88
25,1,am,558,0.969,80,79,113,2.635,2.597,2.004,102
25,1,be,558,0.969,86,87,171,2.559,2.578,1.727,89
25,1,ee,559,0.97,83,86,168,2.366,2.457,1.656,75
25,1,no,558,0.969,96,97,205,2.255,2.282,1.597,62
25,1,is,559,0.97,80,88,150,2.133,2.347,1.333,62
25,1,tr,558,0.969,73,77,123,2.697,2.843,1.826,88
25,1,it,551,0.957,80,84,165,2.815,2.965,1.595,103
25,1,dk,558,0.969,84,87,202,2.55,2.643,1.678,74
25,1,az,558,0.969,82,79,136,2.71,2.597,2.06,101
25,1,by,559,0.97,96,90,198,2.615,2.455,1.918,92
25,2,bg,576,1.0,69,60,205,2.188,1.895,1.155,82
25,2,mk,575,0.998,68,58,191,2.11,1.808,1.128,91
25,2,ie,576,1.0,95,96,170,2.339,2.375,1.575,102
25,2,hr,576,1.0,65,58,188,2.041,1.808,1.091,73
25,2,ch,576,1.0,71,67,149,2.541,2.4,1.419,96
25,2,dk,576,1.0,78,80,169,2.553,2.63,1.553,82
25,2,al,576,1.0,98,89,229,2.504,2.272,1.401,78
25,2,at,576,1.0,55,46,145,2.348,1.971,1.096,108
25,2,sk,576,1.0,65,58,143,2.013,1.808,1.076,73
25,2,se,576,1.0,86,92,144,2.207,2.374,1.426,67
25,2,es,576,1.0,90,88,159,2.293,2.247,1.497,86
25,2,md,576,1.0,108,100,227,2.446,2.264,1.543,71
25,2,fi,576,1.0,96,99,169,1.986,2.048,1.372,64
25,2,de1,574,0.997,68,56,162,2.621,2.168,1.693,96
25,2,lu,576,1.0,64,59,102,2.286,2.113,1.596,95
25,2,de2,576,1.0,54,46,113,2.519,2.165,1.338,112
25,2,az,576,1.0,74,65,187,2.399,2.108,1.48,72
25,2,by,576,1.0,70,59,187,1.943,1.647,1.16,69
25,2,pt,576,1.0,100,96,219,2.562,2.451,1.673,105
25,2,hu,575,0.998,61,56,143,2.333,2.133,1.225,96
25,2,no,576,1.0,85,90,171,2.182,2.298,1.424,70
25,2,pl,576,1.0,61,51,128,2.31,1.943,1.213,86
25,2,lt,574,0.997,83,86,187,2.316,2.386,1.383,63
25,2,is,576,1.0,84,87,201,2.298,2.373,1.405,83
25,2,ua,576,1.0,67,58,139,2.033,1.762,1.116,69
25,3,nl,576,1.0,67,68,100,2.875,2.914,1.677,98
25,3,am,576,1.0,84,78,156,2.93,2.713,1.685,92
25,3,it,576,1.0,78,80,169,2.785,2.866,1.296,72
