num_nodes,run_number,node,succ,pm_succ,avg,median,max,avg_nlt,median_nlt,max_nlt,sync_ints
40,1,me,909,0.971,1117,88,16276,32.751,2.58,18.615,114
40,1,dk,910,0.972,864,87,20141,27.621,2.781,17.281,138
40,1,lt,899,0.96,1085,97,20224,30.454,2.722,18.09,124
40,1,uk,907,0.969,1339,80,20157,46.208,2.761,26.777,135
40,1,ua,910,0.972,1017,97,20206,31.23,2.979,16.95,147
40,1,mt,903,0.965,1078,88,20207,28.6,2.335,15.4,117
40,1,ee,899,0.96,2263,113,20190,64.897,3.24,45.262,111
40,1,be,906,0.968,1256,88,20120,39.194,2.746,25.124,129
40,1,ie,907,0.969,981,97,20104,25.35,2.505,16.358,119
40,1,al,895,0.956,1241,98,20222,32.916,2.6,17.724,123
40,1,no,892,0.953,1351,102,20165,33.346,2.53,22.516,112
40,1,lu,907,0.969,1349,77,20107,49.181,2.807,33.733,155
40,1,fr1,905,0.967,1016,86,20098,33.022,2.795,20.321,133
40,1,pt,888,0.949,1725,99,20156,47.038,2.7,28.745,108
40,1,hr,909,0.971,1059,79,20103,34.431,2.567,17.657,117
40,1,se,886,0.947,1430,100,20172,35.532,2.484,23.84,129
40,1,de1,910,0.972,904,78,20098,35.237,3.042,22.588,163
40,1,gr,906,0.968,1114,86,20193,36.499,2.818,18.562,128
40,1,is,902,0.964,1019,97,20201,28.189,2.683,16.986,98
40,1,ro,905,0.967,1381,92,20210,42.068,2.803,23.012,141
40,1,tr,911,0.973,1136,78,20103,42.195,2.897,22.72,148
40,1,it,909,0.971,1015,76,20133,36.321,2.719,16.919,154
40,1,am,907,0.969,860,88,20138,28.681,2.933,17.209,142
40,1,az,908,0.97,1053,89,20111,35.115,2.967,21.069,147
40,1,nl,911,0.973,905,77,12152,37.567,3.195,22.636,175
40,1,bg,900,0.962,917,84,20160,29.324,2.685,15.289,139
40,1,fr2,909,0.971,1118,85,20210,35.177,2.673,18.641,145
40,1,at,905,0.967,905,69,20078,39.638,3.024,18.091,153
40,1,rs,906,0.968,969,87,16178,28.419,2.551,16.153,123
40,1,ch,906,0.968,1093,77,20111,42.641,3.003,21.867,150
40,1,fi,895,0.956,1349,128,20098,26.98,2.56,19.272,113
40,1,ge,907,0.969,1322,81,20254,46.872,2.872,26.441,164
40,1,mk,909,0.971,1144,81,20173,35.981,2.548,19.067,142
40,1,md,884,0.944,1203,97,20195,28.253,2.279,17.179,120
40,1,es,39,0.042,933,91,4235,25.275,2.465,15.554,10
40,1,hu,911,0.973,1105,76,16185,45.381,3.12,22.109,173
40,1,cy,910,0.972,1199,82,20132,44.523,3.046,23.974,158
40,1,si,907,0.969,891,78,16162,28.973,2.535,14.858,138
40,1,pl,907,0.969,1522,80,20132,57.634,3.029,30.443,158
40,1,by,884,0.944,1348,93,20147,37.295,2.572,22.473,110
40,2,il,928,0.991,1134,78,20101,42.106,2.897,22.672,157
40,2,pt,922,0.985,1399,98,20175,37.635,2.636,23.321,141
40,2,cy,931,0.995,967,69,20139,35.909,2.563,19.336,154
40,2,fr2,923,0.986,830,78,20200,26.109,2.453,13.835,131
40,2,at,929,0.993,738,55,16071,33.845,2.524,14.753,169
40,2,nl,930,0.994,927,65,20139,38.856,2.726,23.164,161
40,2,rs,930,0.994,1080,85,20143,32.402,2.55,18.001,112
40,2,cz,935,0.999,1276,66,20135,50.283,2.6,25.528,135
40,2,az,929,0.993,1331,73,20111,45.528,2.497,26.617,128
40,2,hr,929,0.993,1082,76,20164,35.753,2.512,18.029,119
40,2,al,925,0.988,1372,81,20301,36.654,2.164,19.603,105
40,2,lt,925,0.988,1768,96,20177,50.713,2.753,29.474,101
40,2,lu,929,0.993,1082,67,20098,40.207,2.489,27.062,146
40,2,pl,932,0.996,1066,66,20137,41.567,2.593,21.316,146
40,2,it,932,0.996,1184,67,20142,42.771,2.419,19.74,133
40,2,ch,928,0.991,1023,75,20105,39.888,2.925,20.456,133
40,2,se,923,0.986,1357,91,20214,33.934,2.275,22.623,126
40,2,no,915,0.978,1188,90,20167,29.523,2.236,19.808,107
40,2,fr1,920,0.983,953,79,20137,30.712,2.546,19.057,155
40,2,mk,934,0.998,1042,76,20181,33.85,2.47,17.359,116
40,2,bg,934,0.998,994,70,20176,32.864,2.314,16.572,120
40,2,de2,928,0.991,1069,57,20109,54.875,2.925,26.734,170
40,2,by,929,0.993,1291,91,20272,36.492,2.572,21.521,114
40,2,be,932,0.996,930,85,20141,29.239,2.673,18.593,135
40,2,es,924,0.987,1528,97,20212,41.092,2.609,25.463,119
40,2,is,927,0.99,1390,98,20163,38.187,2.692,23.173,133
40,2,de1,933,0.997,1283,68,20133,51.044,2.706,32.066,149
40,2,am,931,0.995,1111,85,20236,38.0,2.908,22.215,136
40,2,me,924,0.987,1047,92,20134,31.401,2.745,17.445,117
40,2,gr,931,0.995,977,75,20167,32.85,2.522,16.285,121
40,2,dk,928,0.991,1159,78,20130,37.354,2.514,23.179,131
40,2,fi,918,0.981,1211,110,20206,24.354,2.211,17.307,110
40,2,hu,919,0.982,1021,65,20113,43.301,2.755,20.429,145
40,2,sk,927,0.99,1188,77,20192,39.272,2.545,19.804,114
40,2,ie,920,0.983,1212,100,20251,31.092,2.566,20.196,139
40,2,ee,902,0.964,1766,94,20128,51.396,2.736,35.318,126
40,2,si,922,0.985,1013,67,20164,33.47,2.214,16.878,115
40,2,md,918,0.981,2203,112,20197,52.721,2.668,31.478,119
40,2,ro,917,0.98,1519,77,20223,47.385,2.402,25.313,116
40,2,ua,928,0.991,845,76,16176,26.779,2.41,14.076,117
40,3,tr,912,0.974,1014,68,20108,37.655,2.544,20.276,129
40,3,cy,916,0.979,929,70,20139,35.163,2.65,18.573,127
40,3,bg,914,0.976,1159,69,20215,37.046,2.206,19.315,111
40,3,dk,912,0.974,1020,69,20148,32.62,2.206,20.409,119
40,3,ch,914,0.976,1338,75,20132,53.238,2.985,26.755,141
40,3,at,914,0.976,1055,64,20209,47.297,2.869,21.102,156
40,3,sk,910,0.972,1467,86,20133,47.679,2.795,24.451,118
40,3,al,911,0.973,1166,88,20236,31.374,2.367,16.664,110
40,3,mt,911,0.973,1061,83,20214,28.534,2.232,15.155,109
40,3,ee,905,0.967,1704,99,20239,50.36,2.925,34.09,113
40,3,il,911,0.973,1649,77,20105,61.844,2.887,32.983,137
40,3,lt,900,0.962,2054,89,20237,60.22,2.61,34.228,121
40,3,md,895,0.956,1275,121,20262,29.413,2.792,18.208,135
40,3,ua,911,0.973,1360,70,20172,42.427,2.184,22.664,111
40,3,uk,912,0.974,826,74,16192,29.29,2.624,16.523,139
40,3,pt,907,0.969,2091,98,20169,58.255,2.73,34.854,95
40,3,be,905,0.967,1432,86,20174,45.401,2.727,28.638,116
40,3,pl,910,0.972,1159,67,20138,45.668,2.639,23.185,135
40,3,fr2,910,0.972,1303,76,20219,41.644,2.43,21.712,131
40,3,am,913,0.975,1055,71,20142,35.772,2.408,21.096,113
40,3,ge,913,0.975,1379,77,20232,48.908,2.73,27.589,134
40,3,de2,914,0.976,1044,56,20110,52.885,2.836,26.104,168
40,3,nl,908,0.97,1219,60,20150,51.115,2.516,30.472,145
40,3,es,893,0.954,1373,85,20212,37.712,2.335,22.885,110
40,3,me,909,0.971,1055,90,20196,30.718,2.619,17.591,133
40,3,no,907,0.969,1273,91,20221,31.227,2.232,21.218,123
40,3,lv,900,0.962,1125,95,20161,28.494,2.406,18.752,110
40,3,fr1,908,0.97,1089,76,20204,36.005,2.512,21.788,128
40,3,si,911,0.973,1120,79,20184,36.392,2.567,18.662,127
