num_nodes,run_number,node,succ,pm_succ,avg,median,max,avg_nlt,median_nlt,max_nlt,sync_ints
35,1,al,793,0.972,81,79,229,2.15,2.098,1.349,92
35,1,de1,793,0.972,67,70,95,2.636,2.736,1.686,149
35,1,lt,793,0.972,88,87,147,2.443,2.405,1.768,125
35,1,no,793,0.972,83,88,158,2.035,2.168,1.377,86
35,1,uk,793,0.972,67,67,125,2.405,2.398,1.344,132
35,1,fr2,793,0.972,69,75,113,2.208,2.383,1.39,116
35,1,at,793,0.972,65,67,129,2.791,2.884,1.621,150
35,1,md,793,0.972,93,94,211,2.173,2.204,1.545,92
35,1,es,793,0.972,71,72,110,1.97,1.99,1.188,103
35,1,ch,793,0.972,68,71,98,2.696,2.807,1.705,148
35,1,mt,793,0.972,76,77,150,2.029,2.045,1.273,95
35,1,rs,793,0.972,79,78,199,2.288,2.267,1.575,118
35,1,be,793,0.972,70,76,131,2.227,2.415,1.402,120
35,1,am,793,0.972,82,81,135,2.738,2.7,2.053,135
35,1,az,793,0.972,81,80,114,2.69,2.667,2.017,141
35,1,hr,793,0.972,71,75,137,2.272,2.406,1.417,108
35,1,lu,793,0.972,71,75,103,2.61,2.742,1.785,144
35,1,is,793,0.972,73,76,120,2.062,2.153,1.213,104
35,1,cy,34,0.042,71,76,92,2.682,2.89,1.775,4
35,1,tr,792,0.971,77,77,157,2.889,2.877,1.933,157
35,1,ee,792,0.971,85,86,148,2.438,2.478,1.692,109
35,1,ro,792,0.971,74,78,132,2.247,2.368,1.48,113
35,1,fr1,792,0.971,68,75,114,2.277,2.5,1.366,131
35,1,hu,792,0.971,64,67,99,2.592,2.712,1.601,150
35,1,dk,792,0.971,70,76,105,2.242,2.438,1.398,115
35,1,ua,792,0.971,72,75,115,2.179,2.277,1.436,112
35,1,se,792,0.971,84,90,145,2.072,2.217,1.402,89
35,1,me,792,0.971,75,77,110,2.175,2.238,1.497,108
35,1,ie,792,0.971,78,79,159,2.076,2.098,1.302,98
35,1,it,792,0.971,64,65,131,2.284,2.326,1.276,126
35,1,pt,792,0.971,74,70,131,2.084,1.967,1.236,103
35,1,mk,792,0.971,72,76,142,2.26,2.371,1.449,100
35,1,bg,792,0.971,71,76,123,2.25,2.415,1.416,115
35,1,nl,792,0.971,68,66,211,2.85,2.791,1.698,156
35,1,by,792,0.971,89,88,139,2.431,2.394,1.787,141
35,2,at,783,0.96,58,47,240,2.643,2.125,1.169,140
35,2,az,783,0.96,63,58,128,2.11,1.953,1.253,88
35,2,am,783,0.96,65,57,184,2.183,1.919,1.296,89
35,2,pl,782,0.958,58,48,151,2.245,1.864,1.157,125
35,2,ch,782,0.958,67,58,175,2.612,2.232,1.345,116
35,2,fr2,783,0.96,66,58,228,2.104,1.84,1.105,108
35,2,is,782,0.958,82,86,150,2.263,2.365,1.371,117
35,2,lu,782,0.958,64,59,144,2.347,2.163,1.6,105
35,2,se,782,0.958,93,96,182,2.321,2.4,1.547,88
35,2,hr,781,0.957,67,65,149,2.183,2.103,1.125,101
35,2,es,779,0.955,76,72,193,2.06,1.964,1.259,100
35,2,al,782,0.958,73,65,234,1.97,1.744,1.049,99
35,2,hu,430,0.527,55,55,111,2.249,2.241,1.104,77
35,2,pt,782,0.958,91,89,194,2.434,2.388,1.512,103
35,2,il,782,0.958,61,59,116,2.249,2.188,1.213,114
35,2,it,782,0.958,60,56,113,2.159,2.031,0.992,116
35,2,md,782,0.958,93,91,148,2.161,2.115,1.329,111
35,2,mk,782,0.958,65,58,153,2.096,1.858,1.09,90
35,2,by,783,0.96,71,62,194,1.99,1.749,1.176,90
35,2,no,783,0.96,90,89,208,2.223,2.208,1.493,81
35,2,cz,782,0.958,67,58,158,2.554,2.226,1.331,117
