num_nodes,run_number,node,succ,pm_succ,avg,median,max,avg_nlt,median_nlt,max_nlt,sync_ints
20,1,hr,454,0.996,1454,85,16198,50.216,2.936,29.072,82
20,1,lt,452,0.991,2141,113,20151,60.722,3.204,42.825,89
20,1,mk,447,0.98,1444,91,20134,48.129,3.033,28.877,92
20,1,ee,429,0.941,1568,100,20151,42.56,2.714,31.36,72
20,1,rs,448,0.982,1267,106,16435,37.616,3.147,25.341,66
20,1,fr2,452,0.991,1329,102,20157,42.795,3.285,26.578,81
20,1,ua,451,0.989,1432,104,20250,46.116,3.349,28.64,89
20,1,es,454,0.996,1735,117,20206,45.146,3.045,28.909,81
20,1,uk,450,0.987,1485,97,20202,44.087,2.88,29.701,93
20,1,it,453,0.993,1317,97,16185,51.069,3.761,32.926,103
20,1,md,439,0.963,1864,114,20256,44.82,2.742,31.059,67
20,1,mt,451,0.989,1411,111,20245,40.02,3.148,28.224,68
20,1,de1,452,0.991,1542,94,16132,54.251,3.307,38.547,88
20,1,by,454,0.996,1211,108,20166,33.334,2.96,24.211,84
20,1,al,445,0.976,1007,107,20153,28.544,3.034,20.131,69
20,1,am,451,0.989,1394,91,20137,44.884,2.931,34.844,82
20,1,hu,453,0.993,1432,89,20111,59.145,3.676,35.798,98
20,1,is,447,0.98,1729,125,20223,41.058,2.969,28.813,78
20,1,az,452,0.991,1749,96,20220,56.314,3.092,43.717,79
20,1,ro,447,0.98,1916,119,20153,59.673,3.707,38.316,77
20,2,es,446,0.978,2095,126,20285,51.044,3.069,34.925,72
20,2,mk,448,0.982,1443,95,20175,44.959,2.959,24.057,57
20,2,de2,454,0.996,1670,82,20586,75.568,3.687,41.761,83
20,2,by,449,0.985,2744,120,20152,74.468,3.257,45.726,71
20,2,pt,440,0.965,1702,115,20222,41.455,2.801,28.364,75
20,2,no,448,0.982,1660,120,20211,41.492,3.0,27.661,65
20,2,at,449,0.985,1300,84,20151,54.877,3.547,25.994,77
20,2,se,452,0.991,1551,117,20141,39.291,2.964,25.849,64
20,2,lt,447,0.98,2393,142,20227,64.942,3.854,39.877,74
20,2,bg,447,0.98,1540,99,20207,48.778,3.135,25.673,61
20,2,ie,450,0.987,1697,124,20193,40.296,2.945,28.278,82
20,2,md,423,0.928,3193,132,20386,73.1,3.022,45.619,56
20,2,hu,450,0.987,1646,86,20112,62.566,3.268,32.929,74
20,2,az,452,0.991,1666,105,20352,52.765,3.325,33.325,67
20,2,fi,441,0.967,2472,149,20238,50.495,3.044,35.308,67
20,2,ua,450,0.987,1347,108,20176,40.63,3.257,22.454,63
20,2,dk,449,0.985,1670,96,20194,52.893,3.04,33.406,88
20,2,lu,449,0.985,2080,88,20475,73.192,3.096,52.005,73
20,2,hr,452,0.991,1115,94,16166,34.725,2.912,18.581,57
20,2,sk,447,0.98,1856,105,20168,57.799,3.27,30.928,65
20,3,be,451,0.989,1753,103,20177,57.43,3.374,35.062,54
20,3,tr,451,0.989,1664,90,20206,61.974,3.353,33.27,70
20,3,de1,454,0.996,1158,80,20152,46.808,3.234,28.947,69
20,3,me,447,0.98,1578,100,20125,47.599,3.016,26.305,66
20,3,cy,453,0.993,1272,79,20327,48.354,3.002,25.45,69
20,3,mk,451,0.989,2076,98,20722,65.755,3.103,34.608,54
20,3,sk,452,0.991,1938,114,16228,64.589,3.8,32.295,75
