num_nodes,run_number,node,succ,pm_succ,avg,median,max,avg_nlt,median_nlt,max_nlt,sync_ints
15,1,fr2,334,0.994,1528,109,20258,50.928,3.633,30.557,65
15,1,mt,334,0.994,1314,118,20768,38.316,3.442,26.274,59
15,1,ua,334,0.994,1530,96,16121,49.808,3.126,38.246,68
15,1,az,331,0.985,1340,97,16208,42.627,3.086,33.493,66
15,1,rs,335,0.997,1495,128,20231,44.546,3.813,29.909,70
15,1,it,335,0.997,1549,101,12218,61.959,4.04,38.724,81
15,1,ee,320,0.952,2775,145,20148,70.637,3.691,55.501,60
15,1,ro,333,0.991,2092,108,20164,65.089,3.36,41.843,72
15,1,md,331,0.985,1608,118,20222,38.813,2.848,26.799,57
15,1,al,321,0.955,1218,110,20169,35.525,3.208,24.36,52
15,1,hr,335,0.997,1884,99,20140,65.925,3.465,47.089,63
15,1,de1,330,0.982,1650,92,20152,55.003,3.05,41.252,75
15,1,es,330,0.982,1826,128,20212,46.492,3.258,30.441,54
15,1,am,331,0.985,1742,107,20152,55.434,3.405,43.555,67
15,1,by,336,1.0,2673,132,20171,71.962,3.554,53.458,70
15,2,sk,330,0.982,1728,91,20242,57.587,3.033,34.552,50
15,2,es,324,0.964,1155,117,20193,29.95,3.033,19.253,62
15,2,at,332,0.988,1733,86,20197,78.286,3.884,43.337,63
15,2,de2,333,0.991,1755,77,20201,81.89,3.593,58.493,63
15,2,bg,329,0.979,1573,91,20206,52.447,3.033,31.468,52
15,2,hu,332,0.988,1918,88,20143,78.972,3.644,47.947,56
15,2,ie,331,0.985,1405,127,20205,33.915,3.066,23.418,61
15,2,hr,334,0.994,1931,101,20263,64.361,3.367,38.617,51
15,2,az,327,0.973,2031,100,20329,66.123,3.256,50.773,42
15,2,md,328,0.976,3026,143,20235,73.05,3.452,50.439,41
15,2,dk,322,0.958,1823,99,20584,54.312,2.949,36.467,51
15,2,pt,330,0.982,2736,130,20225,68.4,3.25,45.6,57
15,2,lt,329,0.979,2473,118,20185,67.892,3.239,49.464,60
15,2,no,312,0.929,2454,121,20208,57.259,2.823,40.899,47
15,2,ua,317,0.943,1394,92,20308,44.34,2.927,27.871,50
15,3,fi,321,0.955,2088,145,20259,42.997,2.985,29.835,52
15,3,il,327,0.973,1452,94,20282,52.126,3.374,29.042,52
15,3,cz,334,0.994,1326,95,20563,56.253,4.03,26.519,53
15,3,at,333,0.991,1491,70,20368,74.533,3.5,29.813,59
15,3,cy,334,0.994,1040,83,20187,38.333,3.058,20.809,57
15,3,nl,334,0.994,1101,79,16072,46.689,3.352,27.513,59
15,3,gr,329,0.979,1571,85,16223,56.411,3.051,26.191,44
15,3,sk,333,0.991,1234,85,20235,43.206,2.975,20.574,48
15,3,al,332,0.988,1027,111,20232,28.203,3.047,14.677,39
15,3,lu,332,0.988,1181,82,16200,45.915,3.208,29.517,49
15,3,tr,333,0.991,1306,85,20187,49.418,3.216,26.121,48
15,3,it,329,0.979,1514,95,20172,55.791,3.5,25.239,46
15,3,mk,333,0.991,1708,94,20276,58.313,3.21,28.462,42
15,3,no,332,0.988,2149,107,20291,54.694,2.724,35.811,42
15,3,de1,334,0.994,1175,86,16099,48.365,3.541,29.365,54
15,4,bg,333,0.991,1280,86,20179,44.798,3.01,31.998,40
15,4,sk,334,0.994,1458,86,20150,53.723,3.187,36.455,45
15,4,at,335,0.997,1463,75,20141,75.836,3.889,48.752,58
15,4,ch,335,0.997,1107,79,20154,46.969,3.352,27.678,55
15,4,pl,336,1.0,1372,76,20130,64.033,3.547,45.738,59
15,4,ge,333,0.991,1856,88,20121,74.222,3.52,46.388,59
15,4,cz,335,0.997,1183,76,16163,50.185,3.224,29.573,54
15,4,lv,333,0.991,2215,125,20132,58.51,3.302,44.301,43
15,4,fr2,331,0.985,1569,88,20161,51.073,2.865,31.373,46
15,4,me,332,0.988,1742,102,20296,55.443,3.245,34.85,55
15,4,fr1,335,0.997,1622,106,20237,51.622,3.373,32.448,46
15,4,be,332,0.988,1509,99,16180,45.935,3.013,37.732,53
15,4,by,329,0.979,1606,98,20220,52.287,3.191,40.149,50
15,4,az,334,0.994,1143,96,12156,43.259,3.632,28.582,55
15,4,de1,335,0.997,1709,89,16078,70.371,3.665,56.967,61
15,5,fr2,333,0.991,2076,125,20103,61.842,3.723,34.602,59
15,5,fi,321,0.955,2173,175,20179,44.739,3.603,31.043,60
15,5,se,327,0.973,2338,158,20159,59.502,4.022,38.959,79
15,5,tr,332,0.988,1711,113,20136,55.714,3.679,34.224,78
15,5,mt,327,0.973,1717,137,16192,41.446,3.307,24.529,66
15,5,ch,329,0.979,2139,114,20128,78.807,4.2,42.781,74
15,5,az,334,0.994,2193,155,20108,68.232,4.822,43.863,68
15,5,pt,330,0.982,2058,121,20292,55.408,3.258,41.16,67
15,5,mk,328,0.976,2192,141,22117,57.893,3.725,36.528,72
15,5,fr1,330,0.982,1921,119,20184,59.76,3.702,38.417,70
15,5,no,331,0.985,1628,147,20190,40.695,3.675,27.13,76
15,5,am,329,0.979,2070,119,20221,64.387,3.702,41.392,72
15,5,il,332,0.988,1871,106,20210,62.376,3.533,37.426,77
15,5,me,331,0.985,2030,140,16203,51.672,3.564,33.833,72
15,5,lv,321,0.955,2375,167,20408,53.634,3.771,47.505,68
15,6,fr1,328,0.976,1892,116,20248,60.207,3.691,37.845,65
15,6,ge,333,0.991,2085,101,20153,71.184,3.449,52.117,69
15,6,lt,330,0.982,1381,91,20181,43.953,2.895,27.628,48
15,6,de1,332,0.988,1557,84,16135,64.097,3.438,38.916,75
15,6,al,330,0.982,1754,146,20160,45.475,3.785,35.081,67
15,6,is,328,0.976,1631,101,20211,46.591,2.886,32.614,55
15,6,pt,329,0.979,1689,107,20159,46.37,2.937,33.784,60
15,6,cz,334,0.994,1618,87,20151,58.069,3.123,40.441,70
15,6,lu,333,0.991,1622,92,20151,58.242,3.303,40.561,69
15,6,ua,332,0.988,1699,117,20181,50.617,3.485,33.986,64
15,6,uk,334,0.994,1362,102,20148,48.881,3.662,34.042,68
15,6,lv,325,0.967,1734,101,20494,49.548,2.886,34.684,58
15,6,hr,329,0.979,1869,106,20155,56.871,3.226,37.373,63
15,6,ee,329,0.979,1964,118,20143,63.929,3.842,39.271,73
15,6,pl,329,0.979,1792,85,16161,71.667,3.4,44.792,73
15,7,lu,335,0.997,2072,98,16133,78.406,3.708,51.804,65
15,7,am,333,0.991,1473,94,16166,50.313,3.21,29.469,68
15,7,se,330,0.982,1476,128,20199,37.583,3.245,29.53,61
15,7,hu,335,0.997,1736,87,20202,69.458,3.48,34.729,68
15,7,gr,332,0.988,1547,98,20292,49.226,3.118,25.785,51
15,7,az,335,0.997,1389,113,16202,47.439,3.859,27.786,60
15,7,sk,332,0.988,1561,88,20127,50.824,2.865,26.017,48
15,7,rs,331,0.985,1425,105,20170,41.565,3.062,23.751,57
15,7,nl,335,0.997,1722,82,20138,73.059,3.479,57.403,71
15,7,at,335,0.997,1589,92,12128,69.511,4.025,31.776,71
15,7,by,330,0.982,1595,138,20175,45.585,3.943,26.591,63
15,7,uk,334,0.994,1910,126,20196,60.774,4.025,47.751,61
15,7,lt,321,0.955,1802,107,20136,51.496,3.057,30.039,67
15,7,fi,327,0.973,2105,138,22832,43.342,2.841,35.087,53
15,7,es,330,0.982,2043,121,20304,50.175,2.972,34.047,65
15,8,pl,331,0.985,1921,86,21577,84.03,3.762,38.414,55
15,8,ch,335,0.997,1462,79,20302,56.849,3.072,29.236,60
15,8,at,334,0.994,1504,74,20235,70.203,3.453,30.087,66
15,8,by,331,0.985,1673,99,16270,52.053,3.08,27.885,40
15,8,cz,330,0.982,1259,78,20207,51.838,3.212,25.179,61
15,8,lt,329,0.979,1475,100,20225,45.886,3.111,24.582,45
15,8,de1,333,0.991,1252,95,16157,48.683,3.694,31.296,64
15,8,az,332,0.988,1514,88,20800,55.761,3.242,30.27,57
15,8,fr1,333,0.991,1771,113,20284,52.741,3.366,35.412,53
15,8,il,332,0.988,2310,112,20189,87.419,4.238,46.207,59
15,8,bg,332,0.988,1524,82,20271,52.038,2.783,25.399,53
15,8,rs,328,0.976,1583,130,20078,49.238,4.06,26.378,70
15,8,md,326,0.97,3211,209,20193,80.282,5.225,45.876,63
15,8,fi,318,0.946,3188,243,20257,60.322,4.597,45.549,54
15,8,tr,335,0.997,1554,81,20241,60.416,3.15,31.071,66
15,9,fr1,334,0.994,2222,106,20172,79.749,3.805,55.54,59
15,9,rs,335,0.997,1484,119,20199,39.199,3.143,29.679,60
15,9,az,318,0.946,1633,98,20208,51.949,3.134,40.817,57
15,9,se,318,0.946,1461,118,16386,35.276,2.848,24.357,42
15,9,pt,332,0.988,2444,119,20226,74.396,3.622,48.889,44
15,9,il,332,0.988,1890,96,16511,73.493,3.733,47.245,55
15,9,pl,330,0.982,2013,101,20127,68.735,3.449,50.324,60
15,9,am,329,0.979,2203,112,20141,70.101,3.564,55.08,57
15,9,bg,332,0.988,1591,110,16206,44.548,3.08,31.82,55
15,9,uk,334,0.994,1530,109,20609,59.498,4.239,38.249,54
