num_nodes,run_number,node,succ,pm_succ,avg,median,max,avg_nlt,median_nlt,max_nlt,sync_ints
10,1,it,214,0.991,1887,108,16252,73.832,4.246,47.17,54
10,1,md,211,0.977,1736,144,20175,44.628,3.703,34.711,37
10,1,az,214,0.991,1678,112,16272,55.917,3.733,41.938,46
10,1,ro,214,0.991,1513,122,16117,50.424,4.067,37.818,49
10,1,de1,213,0.986,1654,131,16222,55.12,4.367,41.34,53
10,1,fr2,211,0.977,1202,115,16230,38.645,3.696,24.046,38
10,1,am,216,1.0,1778,113,20203,59.267,3.767,44.45,46
10,1,mt,215,0.995,2431,139,20226,70.578,4.035,48.62,44
10,1,hr,216,1.0,1579,94,16124,56.837,3.402,52.627,49
10,1,by,216,1.0,3994,2764,20203,112.329,77.752,79.878,51
10,2,de2,213,0.986,1608,66,20187,80.403,3.3,53.602,49
10,2,ie,210,0.972,2393,135,20264,53.849,3.038,39.888,41
10,2,ua,214,0.991,1791,115,20295,59.698,3.833,35.819,37
10,2,lt,209,0.968,3092,177,20295,89.759,5.139,61.834,43
10,2,hu,213,0.986,1603,79,20228,72.124,3.555,40.069,44
10,2,no,210,0.972,3095,168,21926,69.636,3.78,51.582,49
10,2,az,213,0.986,1746,102,20146,60.428,3.531,43.642,41
10,2,at,211,0.977,1626,86,16182,76.998,4.074,40.638,48
10,2,md,206,0.954,2868,152,20475,71.689,3.8,47.793,41
10,2,sk,216,1.0,1493,86,16276,53.749,3.078,29.86,39
10,3,cy,216,1.0,1682,108,20187,58.233,3.721,33.646,39
10,3,it,213,0.986,1734,101,16304,67.844,3.952,28.896,33
10,3,fi,201,0.931,1860,230,20206,34.866,4.312,26.565,41
10,3,de1,216,1.0,1307,95,16089,49.01,3.562,32.673,39
10,3,sk,214,0.991,1287,104,16329,46.335,3.762,21.451,33
10,3,mk,210,0.972,2168,121,16296,78.036,4.356,36.128,35
10,3,al,209,0.968,1519,101,20131,44.099,2.932,21.699,35
10,3,cz,211,0.977,1553,76,20188,66.561,3.257,31.062,33
10,3,at,216,1.0,1225,64,20311,64.831,3.415,24.492,37
10,3,il,208,0.963,2070,128,20286,71.653,4.431,41.4,38
10,4,lv,209,0.968,2043,111,16167,55.723,3.027,40.864,33
10,4,me,214,0.991,1741,120,20833,48.961,3.375,34.817,42
10,4,fr2,214,0.991,1352,95,20259,43.459,3.054,27.041,36
10,4,ch,210,0.972,1859,101,16231,79.652,4.329,46.464,43
10,4,at,216,1.0,1862,82,16185,83.771,3.69,62.053,42
10,4,be,214,0.991,1598,107,20275,49.587,3.321,39.945,39
10,4,by,216,1.0,2110,112,20358,67.816,3.6,52.746,36
10,4,fr1,215,0.995,1756,133,20233,58.533,4.433,35.12,41
10,4,pl,213,0.986,1706,86,20162,76.751,3.87,56.853,44
10,4,de1,209,0.968,1561,81,20107,63.877,3.314,52.048,45
10,5,tr,215,0.995,2154,156,16143,69.249,5.014,53.861,61
10,5,am,210,0.972,2823,121,20216,84.703,3.63,70.586,52
10,5,se,203,0.94,2820,189,20339,68.594,4.597,47.0,58
10,5,me,210,0.972,2502,154,20200,62.551,3.837,50.041,54
10,5,il,213,0.986,2515,133,20150,80.83,4.275,62.867,60
10,5,mt,208,0.963,2752,149,20500,63.506,3.438,45.866,59
10,5,fr2,207,0.958,2517,171,16392,70.799,4.809,50.346,62
10,5,no,204,0.944,2953,187,20199,71.821,4.549,49.211,59
10,5,pt,204,0.944,3288,146,20286,89.67,3.982,65.758,56
10,5,lv,203,0.94,3742,207,20722,84.199,4.657,74.844,57
10,6,de1,212,0.981,1547,75,20185,63.284,3.068,38.674,44
10,6,hr,210,0.972,2182,99,20195,67.729,3.072,43.648,48
10,6,ge,207,0.958,2264,107,16193,78.365,3.704,56.597,46
10,6,lt,213,0.986,2073,112,16293,74.619,4.032,41.455,38
10,6,al,209,0.968,2305,134,20278,57.62,3.35,46.096,39
10,6,lu,212,0.981,1337,96,20257,46.287,3.323,33.429,42
10,6,lv,212,0.981,2033,116,20241,65.361,3.729,40.669,38
10,6,pt,213,0.986,2348,145,20230,57.113,3.527,46.96,40
10,6,ee,214,0.991,2502,125,20295,86.597,4.327,50.034,38
10,6,pl,216,1.0,1787,75,16336,76.577,3.214,44.67,46
10,7,hu,210,0.972,1534,106,12192,57.527,3.956,30.681,45
10,7,at,211,0.977,2078,90,20224,89.069,3.857,41.565,49
10,7,fi,202,0.935,3357,260,20251,65.677,5.087,55.947,45
10,7,am,213,0.986,1738,116,20182,60.172,4.015,34.766,45
10,7,gr,211,0.977,1854,95,20265,59.579,3.054,30.893,38
10,7,uk,212,0.981,3084,141,20143,99.138,4.532,77.107,49
10,7,lu,212,0.981,2244,94,20278,84.147,3.544,56.098,52
10,7,az,215,0.995,2045,124,20204,70.797,4.292,40.905,43
10,7,es,199,0.921,3092,188,20368,79.509,4.834,51.534,46
10,7,by,210,0.972,2751,131,21455,77.369,3.684,45.848,45
10,8,il,214,0.991,1760,109,12218,71.986,4.459,43.992,46
10,8,fr1,213,0.986,1792,155,20143,57.606,4.982,35.844,40
10,8,tr,215,0.995,2042,108,20108,87.501,4.629,68.057,51
10,8,ch,216,1.0,1809,100,20149,77.533,4.264,45.227,49
10,8,rs,216,1.0,1892,107,20117,65.498,3.704,47.304,51
10,8,md,213,0.986,2643,145,20201,74.34,4.078,52.864,48
10,8,cz,216,1.0,1352,93,16105,60.821,4.185,45.053,50
10,8,bg,212,0.981,3317,125,20200,114.822,4.327,82.927,49
10,8,az,216,1.0,1607,92,16686,62.891,3.6,40.18,48
10,8,de1,211,0.977,1446,118,16150,56.597,4.617,36.159,52
10,9,al,213,0.986,2450,188,20288,63.003,4.834,40.835,50
10,9,uk,211,0.977,1970,121,16102,73.881,4.537,49.254,52
10,9,pt,209,0.968,2875,137,20338,83.453,3.977,57.49,41
10,9,se,209,0.968,1761,151,20155,40.645,3.485,29.354,48
10,9,bg,212,0.981,2255,126,20247,61.5,3.45,45.1,50
10,9,ie,210,0.972,2011,156,20242,56.55,4.388,40.213,39
10,9,fr1,214,0.991,2252,120,20197,77.949,4.154,56.296,49
10,9,pl,209,0.968,2821,108,20201,94.039,3.6,70.529,49
10,9,az,213,0.986,2160,112,20318,64.811,3.36,54.01,51
10,9,hr,210,0.972,2434,124,20348,66.39,3.382,48.686,51
10,10,de2,215,0.995,1418,75,16510,75.069,3.971,47.266,47
10,10,cy,216,1.0,1890,87,20105,80.982,3.729,47.24,44
10,10,nl,215,0.995,1447,83,20166,62.024,3.557,36.18,38
10,10,gr,213,0.986,1630,97,20213,56.422,3.358,32.599,40
10,10,ge,212,0.981,1611,93,16122,57.999,3.348,40.277,38
10,10,mt,214,0.991,1305,104,20374,37.878,3.019,26.094,40
10,10,by,211,0.977,2104,118,20217,63.134,3.54,42.09,38
10,10,uk,211,0.977,1576,108,20250,61.687,4.226,39.411,39
10,10,is,208,0.963,1951,116,20195,56.647,3.368,39.024,34
10,10,it,215,0.995,1187,85,16191,46.464,3.326,29.685,41
