num_nodes,run_number,node,succ,pm_succ,avg,median,max,avg_nlt,median_nlt,max_nlt,sync_ints
15,1,hr,336,1.0,89,79,250,3.102,2.765,2.216,81
15,1,it,336,1.0,72,77,132,2.872,3.08,1.795,79
15,1,de1,336,1.0,85,79,139,2.825,2.633,2.118,79
15,1,am,336,1.0,88,86,148,2.798,2.736,2.199,80
15,1,by,336,1.0,117,110,176,3.151,2.975,2.341,74
15,1,es,336,1.0,92,100,172,2.35,2.545,1.539,54
15,1,fr2,336,1.0,82,87,148,2.732,2.9,1.639,67
15,1,rs,334,0.994,92,86,194,2.738,2.562,1.839,81
15,1,az,336,1.0,91,83,141,2.881,2.641,2.264,78
15,1,al,336,1.0,98,97,225,2.868,2.829,1.967,55
15,1,md,336,1.0,107,104,190,2.575,2.522,1.778,50
15,1,ua,336,1.0,87,80,151,2.828,2.605,2.171,78
15,1,ee,335,0.997,101,96,184,2.575,2.444,2.023,54
15,1,mt,336,1.0,88,88,223,2.566,2.567,1.76,56
15,1,ro,336,1.0,86,87,138,2.669,2.707,1.716,76
15,2,lt,336,1.0,109,108,220,3.004,2.978,2.189,47
15,2,dk,336,1.0,92,88,218,2.752,2.606,1.848,57
15,2,bg,336,1.0,78,69,198,2.616,2.3,1.57,51
15,2,pt,336,1.0,120,98,349,2.996,2.45,1.997,55
15,2,az,336,1.0,84,81,191,2.749,2.637,2.111,54
15,2,de2,336,1.0,68,65,216,3.193,3.033,2.281,63
15,2,at,336,1.0,67,65,186,3.028,2.935,1.676,58
15,2,sk,336,1.0,85,76,290,2.844,2.533,1.706,40
15,2,ie,336,1.0,103,96,303,2.477,2.317,1.711,60
15,2,no,336,1.0,114,101,225,2.659,2.357,1.899,45
15,2,hu,336,1.0,77,69,233,3.183,2.841,1.933,50
15,2,es,336,1.0,109,109,184,2.817,2.826,1.811,58
15,2,md,335,0.997,101,96,172,2.427,2.317,1.676,40
15,2,hr,336,1.0,78,75,169,2.589,2.5,1.554,41
15,2,ua,336,1.0,83,85,175,2.633,2.705,1.655,44
15,3,sk,336,1.0,86,78,221,3.013,2.712,1.435,45
15,3,lu,336,1.0,78,76,140,3.046,2.956,1.958,55
15,3,tr,336,1.0,98,81,255,3.698,3.065,1.955,56
15,3,nl,336,1.0,76,75,196,3.211,3.182,1.892,62
15,3,at,336,1.0,59,65,154,2.929,3.25,1.171,52
15,3,gr,336,1.0,72,75,224,2.577,2.692,1.196,44
